iter	Logloss
0	0.3242345854
1	0.2439782921
2	0.1643080852
3	0.1325040689
4	0.1154276817
5	0.09922027834
6	0.08129910455
7	0.07063716596
8	0.0647105512
9	0.05654158662
10	0.05163438184
11	0.04475040484
12	0.04204741026
13	0.03526055017
14	0.03083793531
15	0.02722368691
16	0.02345314911
17	0.02191813537
18	0.01832421321
19	0.01570260255
20	0.01434940714
21	0.01284089868
22	0.01221105065
23	0.01153983809
24	0.01032955536
25	0.0101500433
26	0.009892879206
27	0.009239824669
28	0.008034441834
29	0.007313396912
30	0.007212938374
31	0.006447503572
32	0.00590873445
33	0.005711207015
34	0.005276825632
35	0.005123027507
36	0.00459576592
37	0.004475508264
38	0.004201249176
39	0.004160114848
40	0.004111076717
41	0.004099392522
42	0.00408605751
43	0.00407851907
44	0.004052918236
45	0.004002229907
46	0.003989338724
47	0.003975876449
48	0.003968033543
49	0.00396579554
50	0.003963942021
51	0.003961836716
52	0.003957764765
53	0.003952744747
54	0.003949305463
55	0.003939796932
56	0.003937602815
57	0.003926930069
58	0.003923700043
59	0.003922131184
60	0.00392110783
61	0.003913085152
62	0.003905769042
63	0.003901685366
64	0.003900463122
65	0.003899832213
66	0.003893270904
67	0.003890015936
68	0.003888198694
69	0.003881997543
70	0.003834581007
71	0.003714637765
72	0.00340431641
73	0.003315360736
74	0.003304466379
75	0.003299985443
76	0.003297510808
77	0.003296092812
78	0.00329247724
79	0.003291597612
80	0.003290818881
81	0.003051779349
82	0.002850225429
83	0.00284539871
84	0.00267571009
85	0.002572818534
86	0.002415705774
87	0.002387960984
88	0.002379491991
89	0.002373266293
90	0.002344655384
91	0.002337318406
92	0.002334803842
93	0.00233355912
94	0.00231078197
95	0.002282627806
96	0.002277796968
97	0.002272345849
98	0.002266296313
99	0.002263962306
100	0.002260528842
101	0.002260050888
102	0.002259306958
103	0.00224998568
104	0.002249652804
105	0.002241399973
106	0.002238502021
107	0.002227646132
108	0.002226035412
109	0.00222542239
110	0.002224240036
111	0.002224001136
112	0.00222362761
113	0.002220086747
114	0.002214085027
115	0.002212870387
116	0.002212635729
117	0.002211659037
118	0.00221011474
119	0.002208780866
120	0.002208075268
121	0.00220796327
122	0.002200843298
123	0.002159759887
124	0.002158239166
125	0.00214563815
126	0.002144908073
127	0.002144127062
128	0.002138053218
129	0.002137287361
130	0.002118200586
131	0.002100611968
132	0.002084520252
133	0.002079289831
134	0.002076689092
135	0.002074678803
136	0.002073712083
137	0.002073193521
138	0.002072812135
139	0.002071449799
140	0.002070815966
141	0.002069831968
142	0.002060085148
143	0.002058578654
144	0.002057713693
145	0.002057209285
146	0.002053327581
147	0.002052507374
148	0.002051148255
149	0.002051147909
150	0.002049863727
151	0.002049676649
152	0.002049299732
153	0.002045712036
154	0.002041785798
155	0.002041427562
156	0.002040690382
157	0.002040627652
158	0.002036366705
159	0.002035837613
160	0.002035305863
161	0.002034841501
162	0.002031241323
163	0.001953847204
164	0.001887865697
165	0.001864366763
166	0.001842661321
167	0.001838437209
168	0.001831240446
169	0.001819952567
170	0.001817864509
171	0.001814880343
172	0.001813433803
173	0.001812047903
174	0.001810685224
175	0.001809795939
176	0.001809069162
177	0.001808359603
178	0.001807592556
179	0.001806981447
180	0.001806382802
181	0.001805802016
182	0.001805421902
183	0.001800397424
184	0.001799880902
185	0.001799258215
186	0.001795579579
187	0.001795321696
188	0.001792893405
189	0.001792280748
190	0.001791750693
191	0.001791376955
192	0.001790208461
193	0.001789787566
194	0.001789765506
195	0.001787357646
196	0.001782413989
197	0.001782231684
198	0.001781909027
199	0.001781745627
200	0.001781745559
201	0.001781745559
202	0.001781460058
203	0.001768847023
204	0.001766620026
205	0.001765986916
206	0.001765921423
207	0.001764779019
208	0.001764543289
209	0.001762359506
210	0.001762241086
211	0.001761980901
212	0.001754406492
213	0.001754236921
214	0.001753773228
215	0.001753761943
216	0.001753751825
217	0.001752071263
218	0.001750073377
219	0.001747636601
220	0.001744926444
221	0.001743843714
222	0.001742654067
223	0.001742612472
224	0.001742538688
225	0.001742204582
226	0.00174079439
227	0.001740625858
228	0.001738369489
229	0.001738369489
230	0.001738083547
231	0.001737233648
232	0.001737233648
233	0.00173705893
234	0.001736553699
235	0.001735172316
236	0.001735108829
237	0.001733186815
238	0.001733082628
239	0.001732196039
240	0.001731703757
241	0.001731680652
242	0.001731615501
243	0.001731285645
244	0.001664947028
245	0.001450036431
246	0.001387673972
247	0.00133902978
248	0.001287602046
249	0.00119433135
250	0.001079043799
251	0.001045323149
252	0.00101783352
253	0.0009762078933
254	0.0009664278508
